ID,Nombre del negocio,Categoria,Grupo,Direccion,Barrio,Localidad,Ciudad,Distancia aprox. (km),Telefono,WhatsApp,Link WhatsApp,Correo electronico,Sitio web,Facebook,Instagram,LinkedIn,Horario de atencion,Calificacion Google,N Resenas,Propietario / Gerente,Persona de contacto,Presencia digital,Score Contacto,Servicios sugeridos,Observaciones comerciales,Prioridad,Fuente,place_id,lat,lon
GYX-787961735E,DEMO Ropa Usaquen 358,Tienda de ropa,Comercio,Calle 122 Sur #72-80,,Usaquen,Bogota D.C.,15.94,,,,,https://demo-ropa-358.example.com,,,,Mo-Sa 08:00-18:00,,,,,MEDIA,60,Inventario | Dashboard BI | Catalogo digital | Gestion de redes,"Buscar celular en el sitio web o formulario de contacto; presencia digital parcial, ofrecer lo que le falta",MEDIA,OpenStreetMap,osm:node/1000358,4.732469,-74.025734
GYX-4213CB11C1,DEMO Papeleria Engativa 275,Papeleria,Comercio,Calle 53 Sur #67-22,,Barrios Unidos,Bogota D.C.,9.95,,,,,https://demo-papeleria-275.example.com,https://facebook.com/demopapeleria275,https://instagram.com/demopapeleria275,,,,,,,ALTA,60,Inventario | Dashboard BI | Catalogo digital,"Buscar celular en el sitio web o formulario de contacto; ya tiene web y redes, entrar por automatizacion e ia; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000275,4.685831,-74.093286
GYX-7DC522C976,DEMO Floristeria Puente Aranda 056,Floristeria,Comercio,Calle 40 Sur #20-76,,Puente Aranda,Bogota D.C.,5.68,,,,,https://demo-floristeria-56.example.com,,,,,,,,,MEDIA,60,Inventario | Dashboard BI | Catalogo digital | Gestion de redes,"Buscar celular en el sitio web o formulario de contacto; presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000056,4.609939,-74.125638
GYX-B9CD1AECEB,DEMO Floristeria Puente Aranda 316,Floristeria,Comercio,Calle 59 Sur #28-81,,Puente Aranda,Bogota D.C.,5.8,,,,,https://demo-floristeria-316.example.com,,,,Mo-Sa 08:00-18:00,,,,,MEDIA,60,Inventario | Dashboard BI | Catalogo digital | Gestion de redes,"Buscar celular en el sitio web o formulario de contacto; presencia digital parcial, ofrecer lo que le falta; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000316,4.638589,-74.108772
GYX-A30345A842,DEMO Inmobiliaria Bosa 030,Inmobiliaria,Servicios profesionales,Calle 5 Sur #82-21,,Bosa,Bogota D.C.,13.82,,,,,https://demo-inmobiliaria-30.example.com,https://facebook.com/demoinmobiliaria30,,,,,,,,MEDIA,60,Landing page | CRM | Automatizacion de leads | Power BI,"Buscar celular en el sitio web o formulario de contacto; presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000030,4.615811,-74.199243
GYX-41E29DD242,DEMO Restaurante Puente Aranda 286,Restaurante,Alimentacion,Calle 8 Sur #55-60,,Puente Aranda,Bogota D.C.,4.92,,,,,https://demo-restaurante-286.example.com,,,,Mo-Sa 08:00-18:00,,,,,MEDIA,60,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Buscar celular en el sitio web o formulario de contacto; presencia digital parcial, ofrecer lo que le falta; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000286,4.606146,-74.119433
GYX-A69D7C071B,DEMO Contaduria Kennedy 251,Contaduria,Servicios profesionales,Calle 125 Sur #18-77,,Bosa,Bogota D.C.,9.96,+57 601 3834668,,,,,,https://instagram.com/democontaduria251,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta",MEDIA,OpenStreetMap,osm:node/1000251,4.602582,-74.165586
GYX-B4A3EE6780,DEMO Estetica Fontibon 184,Centro estetico,Belleza,Calle 24 Sur #22-56,,Fontibon,Bogota D.C.,10.9,+57 601 2766089,,,,,,https://instagram.com/demoestetica184,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:way/1000184,4.663731,-74.148794
GYX-54080E654E,DEMO Estetica Fontibon 224,Centro estetico,Belleza,Calle 126 Sur #6-87,,Fontibon,Bogota D.C.,10.99,+57 601 5649992,,,,,https://facebook.com/demoestetica224,,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta",MEDIA,OpenStreetMap,osm:way/1000224,4.67949,-74.132079
GYX-6EDCE9D37D,DEMO Gimnasio Engativa 045,Gimnasio,Bienestar,Calle 130 Sur #58-44,,Engativa,Bogota D.C.,10.01,+57 601 4152222,,,,,,https://instagram.com/demogimnasio45,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta",MEDIA,OpenStreetMap,osm:node/1000045,4.6807,-74.111641
GYX-8500083548,DEMO Veterinaria Kennedy 261,Veterinaria,Salud,Calle 115 Sur #89-24,,Kennedy,Bogota D.C.,9.26,+57 601 6893859,,,,,,https://instagram.com/demoveterinaria261,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000261,4.611001,-74.15838
GYX-F4B7ADD297,DEMO Cafeteria Suba 027,Cafeteria,Alimentacion,Calle 111 Sur #66-61,,Suba,Bogota D.C.,18.47,+57 601 4006842,,,,,https://facebook.com/democafeteria27,,,,,,DEMO Operador 11,,MEDIA,40,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000027,4.763298,-74.093541
GYX-5867B52190,DEMO Cafeteria Suba 147,Cafeteria,Alimentacion,Calle 119 Sur #11-29,,Suba,Bogota D.C.,18.55,+57 601 2316651,,,,,https://facebook.com/democafeteria147,,,,,,,,MEDIA,40,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000147,4.764655,-74.085133
GYX-364945DC13,DEMO Consultorio Chapinero 149,Consultorio medico,Salud,Calle 14 Sur #5-81,,Teusaquillo,Bogota D.C.,4.47,+57 601 6698976,,,,,https://facebook.com/democonsultorio149,,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000149,4.637229,-74.066654
GYX-7E47793BAD,DEMO Consultorio Chapinero 189,Consultorio medico,Salud,Calle 37 Sur #92-40,,Chapinero,Bogota D.C.,7.33,+57 601 3731538,,,,,,https://instagram.com/democonsultorio189,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000189,4.657383,-74.046846
GYX-A077FCE0AE,DEMO Minimercado Suba 097,Minimercado,Comercio,Calle 131 Sur #40-18,,Suba,Bogota D.C.,16.51,+57 601 2498830,,,,,,https://instagram.com/demominimercado97,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000097,4.74661,-74.075473
GYX-B6420B94DB,DEMO Panaderia Usaquen 228,Panaderia,Alimentacion,Calle 133 Sur #10-56,,Chapinero,Bogota D.C.,14.25,+57 601 4216099,,,,,https://facebook.com/demopanaderia228,,,,,,,,MEDIA,40,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:way/1000228,4.709168,-74.011683
GYX-B855E866C9,DEMO Ropa Usaquen 218,Tienda de ropa,Comercio,Calle 143 Sur #75-63,,Chapinero,Bogota D.C.,13.16,+57 601 4468231,,,,,,https://instagram.com/demoropa218,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000218,4.705877,-74.026837
GYX-86A33C7B41,DEMO Ropa Usaquen 298,Tienda de ropa,Comercio,Calle 156 Sur #25-30,,Usaquen,Bogota D.C.,14.42,+57 601 2091005,,,,,,https://instagram.com/demoropa298,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado",MEDIA,OpenStreetMap,osm:node/1000298,4.71274,-74.014952
GYX-F3E95F2B98,DEMO Abogados Ciudad Bolivar 012,Abogados,Servicios profesionales,Calle 30 Sur #63-69,,Ciudad Bolivar,Bogota D.C.,11.83,,,,,,,https://instagram.com/demoabogados12,,,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:way/1000012,4.534091,-74.161034
GYX-635769F7FC,DEMO Abogados Ciudad Bolivar 172,Abogados,Servicios profesionales,Calle 132 Sur #35-20,,Ciudad Bolivar,Bogota D.C.,12.85,,,,,,,https://instagram.com/demoabogados172,,,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:way/1000172,4.514815,-74.156228
GYX-19802505CC,DEMO Abogados Ciudad Bolivar 272,Abogados,Servicios profesionales,Calle 117 Sur #91-81,,Ciudad Bolivar,Bogota D.C.,11.52,,,,,,https://facebook.com/demoabogados272,https://instagram.com/demoabogados272,,,,,DEMO Operador 8,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:way/1000272,4.547218,-74.16633
GYX-ED0F12300C,DEMO Abogados Ciudad Bolivar 292,Abogados,Servicios profesionales,Calle 132 Sur #39-85,,Ciudad Bolivar,Bogota D.C.,11.14,,,,,,,https://instagram.com/demoabogados292,,,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:way/1000292,4.527413,-74.146993
GYX-BEAF158DA1,DEMO Abogados Ciudad Bolivar 392,Abogados,Servicios profesionales,Calle 91 Sur #74-23,,Ciudad Bolivar,Bogota D.C.,12.09,,,,,,https://facebook.com/demoabogados392,,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta",BAJA,OpenStreetMap,osm:way/1000392,4.539349,-74.167539
GYX-CC2C8EC3AE,DEMO Contaduria Kennedy 011,Contaduria,Servicios profesionales,Calle 39 Sur #69-22,,Bosa,Bogota D.C.,10.45,,,,,,,https://instagram.com/democontaduria11,,,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000011,4.602103,-74.169991
GYX-8375C8EBF6,DEMO Contaduria Kennedy 151,Contaduria,Servicios profesionales,Calle 91 Sur #8-80,,Kennedy,Bogota D.C.,9.31,,,,,,,https://instagram.com/democontaduria151,,,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000151,4.601545,-74.159766
GYX-7155BB27C4,DEMO Drogueria Fontibon 034,Drogueria,Salud,Calle 163 Sur #18-61,,Fontibon,Bogota D.C.,13.51,,,,,,https://facebook.com/demodrogueria34,,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000034,4.689298,-74.156292
GYX-3C9110C53F,DEMO Drogueria Fontibon 374,Drogueria,Salud,Calle 129 Sur #55-76,,Fontibon,Bogota D.C.,10.56,,,,,,,https://instagram.com/demodrogueria374,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000374,4.668293,-74.139966
GYX-B2538B97BE,DEMO Ferreteria Tunjuelito 333,Ferreteria,Comercio,Calle 54 Sur #86-64,,Tunjuelito,Bogota D.C.,7.61,,,,,,,https://instagram.com/demoferreteria333,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta",BAJA,OpenStreetMap,osm:node/1000333,4.55835,-74.131675
GYX-213C5088BB,DEMO Ferreteria Tunjuelito 353,Ferreteria,Comercio,Calle 161 Sur #84-75,,Tunjuelito,Bogota D.C.,8.23,,,,,,https://facebook.com/demoferreteria353,,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000353,4.560293,-74.139619
GYX-F639A4F33D,DEMO Ferreteria Tunjuelito 373,Ferreteria,Comercio,Calle 60 Sur #80-21,,Tunjuelito,Bogota D.C.,7.99,,,,,,https://facebook.com/demoferreteria373,,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta",BAJA,OpenStreetMap,osm:node/1000373,4.568087,-74.141263
GYX-96D200C570,DEMO Floristeria Puente Aranda 216,Floristeria,Comercio,Calle 40 Sur #52-87,,Puente Aranda,Bogota D.C.,4.14,,,,,,,https://instagram.com/demofloristeria216,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000216,4.621388,-74.104971
GYX-0FD55E4E98,DEMO Gimnasio Engativa 105,Gimnasio,Bienestar,Calle 155 Sur #65-70,,Engativa,Bogota D.C.,13.41,,,,,,,https://instagram.com/demogimnasio105,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000105,4.716413,-74.09923
GYX-B750FECC98,DEMO Gimnasio Engativa 225,Gimnasio,Bienestar,Calle 149 Sur #57-24,,Engativa,Bogota D.C.,13.55,,,,,,,https://instagram.com/demogimnasio225,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000225,4.707757,-74.129149
GYX-E9EF3C81B5,DEMO Gimnasio Engativa 265,Gimnasio,Bienestar,Calle 149 Sur #48-18,,Engativa,Bogota D.C.,11.98,,,,,,,https://instagram.com/demogimnasio265,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000265,4.704742,-74.090892
GYX-33AEF452F2,DEMO Gimnasio Engativa 385,Gimnasio,Bienestar,Calle 169 Sur #54-17,,Engativa,Bogota D.C.,13.22,,,,,,https://facebook.com/demogimnasio385,,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000385,4.713947,-74.102695
GYX-8779486662,DEMO Inmobiliaria Bosa 010,Inmobiliaria,Servicios profesionales,Calle 144 Sur #51-60,,Bosa,Bogota D.C.,11.09,+57 601 3068889,,,,,https://facebook.com/demoinmobiliaria10,https://instagram.com/demoinmobiliaria10,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000010,4.611199,-74.175019
GYX-EDDB325BBD,DEMO Inmobiliaria Bosa 230,Inmobiliaria,Servicios profesionales,Calle 17 Sur #65-43,,Bosa,Bogota D.C.,13.24,+57 601 7879653,,,,,,https://instagram.com/demoinmobiliaria230,,,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000230,4.585746,-74.194623
GYX-7D2EA0969F,DEMO Inmobiliaria Bosa 330,Inmobiliaria,Servicios profesionales,Calle 123 Sur #97-23,,Bosa,Bogota D.C.,12.93,,,,,,,https://instagram.com/demoinmobiliaria330,,,,,,,MEDIA,40,Landing page | CRM | Automatizacion de leads | Power BI,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000330,4.581653,-74.191283
GYX-6E4E182595,DEMO Odontologia Bosa 320,Odontologia,Salud,Calle 180 Sur #38-12,,Bosa,Bogota D.C.,14.05,,,,,,https://facebook.com/demoodontologia320,,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta",BAJA,OpenStreetMap,osm:way/1000320,4.610933,-74.201953
GYX-4B935250BC,DEMO Papeleria Engativa 035,Papeleria,Comercio,Calle 98 Sur #65-95,,Engativa,Bogota D.C.,9.84,,,,,,https://facebook.com/demopapeleria35,,,,,,DEMO Operador 12,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000035,4.682216,-74.103391
GYX-8C49FCAD00,DEMO Papeleria Engativa 375,Papeleria,Comercio,Calle 48 Sur #27-49,,Engativa,Bogota D.C.,12.62,,,,,,https://facebook.com/demopapeleria375,https://instagram.com/demopapeleria375,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000375,4.707648,-74.105411
GYX-843E6D13C2,DEMO Peluqueria Ciudad Bolivar 382,Peluqueria,Belleza,Calle 87 Sur #47-25,,Ciudad Bolivar,Bogota D.C.,11.35,,,,,,https://facebook.com/demopeluqueria382,,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000382,4.525475,-74.147724
GYX-ADF96319D8,DEMO Restaurante Puente Aranda 046,Restaurante,Alimentacion,Calle 94 Sur #30-73,,Puente Aranda,Bogota D.C.,3.23,,,,,,https://facebook.com/demorestaurante46,https://instagram.com/demorestaurante46,,,,,,,MEDIA,40,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000046,4.62035,-74.094526
GYX-2F6B0E523C,DEMO Restaurante Puente Aranda 386,Restaurante,Alimentacion,Calle 82 Sur #35-56,,Puente Aranda,Bogota D.C.,6.37,+57 601 5617462,,,,,,https://instagram.com/demorestaurante386,,,,,,,MEDIA,40,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Llamar a fijo y pedir el celular del propietario; presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:node/1000386,4.638081,-74.116918
GYX-928CC3C5F3,DEMO Veterinaria Kennedy 001,Veterinaria,Salud,Calle 16 Sur #73-25,,Kennedy,Bogota D.C.,8.1,,,,,,https://facebook.com/demoveterinaria1,,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta",BAJA,OpenStreetMap,osm:node/1000001,4.609627,-74.147958
GYX-FCDFE100C0,DEMO Veterinaria Kennedy 021,Veterinaria,Salud,Calle 150 Sur #67-63,,Kennedy,Bogota D.C.,8.6,,,,,,,https://instagram.com/demoveterinaria21,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000021,4.614151,-74.151674
GYX-67901A40D0,DEMO Veterinaria Kennedy 181,Veterinaria,Salud,Calle 63 Sur #42-36,,Kennedy,Bogota D.C.,8.97,,,,,,https://facebook.com/demoveterinaria181,,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000181,4.638758,-74.145677
GYX-1A98F3A345,DEMO Veterinaria Kennedy 341,Veterinaria,Salud,Calle 43 Sur #89-46,,Kennedy,Bogota D.C.,8.25,,,,,,https://facebook.com/demoveterinaria341,,,Mo-Sa 08:00-18:00,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta",BAJA,OpenStreetMap,osm:node/1000341,4.624424,-74.145429
GYX-2D4B36542B,DEMO Cafeteria Suba 267,Cafeteria,Alimentacion,Calle 3 Sur #86-39,,Suba,Bogota D.C.,16.86,,,,,,,https://instagram.com/democafeteria267,,,,,,,MEDIA,40,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000267,4.749651,-74.079528
GYX-4F512548D7,DEMO Cafeteria Suba 287,Cafeteria,Alimentacion,Calle 16 Sur #32-19,,Suba,Bogota D.C.,18.12,,,,,,,https://instagram.com/democafeteria287,,,,,,,MEDIA,40,Menu QR | Pedidos por WhatsApp | Chatbot IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000287,4.760998,-74.079482
GYX-5EBBEEEBAE,DEMO Celulares Chapinero 059,Tienda especializada,Comercio,Calle 64 Sur #4-62,,Chapinero,Bogota D.C.,5.91,,,,,,,https://instagram.com/democelulares59,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000059,4.649012,-74.060609
GYX-4BFB91E96C,DEMO Celulares Chapinero 079,Tienda especializada,Comercio,Calle 34 Sur #2-16,,Chapinero,Bogota D.C.,6.58,,,,,,https://facebook.com/democelulares79,,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000079,4.644589,-74.039078
GYX-B27245C0CC,DEMO Celulares Chapinero 239,Tienda especializada,Comercio,Calle 15 Sur #54-88,,Chapinero,Bogota D.C.,7.87,,,,,,https://facebook.com/democelulares239,,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000239,4.652566,-74.030499
GYX-26488A9E6D,DEMO Consultorio Chapinero 169,Consultorio medico,Salud,Calle 175 Sur #46-41,,Chapinero,Bogota D.C.,5.16,,,,,,,https://instagram.com/democonsultorio169,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000169,4.642995,-74.064135
GYX-A0CD83C717,DEMO Consultorio Chapinero 329,Consultorio medico,Salud,Calle 13 Sur #52-40,,Barrios Unidos,Bogota D.C.,7.16,,,,,,https://facebook.com/democonsultorio329,,,,,,,,MEDIA,40,Agenda online | CRM | Automatizacion de citas | Agente IA | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado",BAJA,OpenStreetMap,osm:node/1000329,4.662109,-74.068477
GYX-455A837FB6,DEMO Floristeria Puente Aranda 116,Floristeria,Comercio,Calle 162 Sur #21-42,,Los Martires,Bogota D.C.,3.28,,,,,,,https://instagram.com/demofloristeria116,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000116,4.616783,-74.098705
GYX-242792E0BF,DEMO Floristeria Puente Aranda 136,Floristeria,Comercio,Calle 169 Sur #20-70,,Teusaquillo,Bogota D.C.,3.27,,,,,,,https://instagram.com/demofloristeria136,,,,,,,MEDIA,40,Inventario | Dashboard BI | Catalogo digital | Pagina web,"Escribir por mensaje directo en redes sociales; presencia digital parcial, ofrecer lo que le falta; horario no publicado; posible cadena: la decision de compra suele ser centralizada",BAJA,OpenStreetMap,osm:way/1000136,4.623755,-74.090275
